domain	fake_sum
firearmscoalition.org	1.0
adflegal.org	1.0
vaccineimpact.com	1.0
attitude.co.uk	1.0
christianfightback.com	1.0
telesurenglish.net	1.0
mecklenburgherald.com	1.0
albanystandard.com	1.0
thejewishvoice.com	1.0
naplesstandard.com	1.0
americanpolicy.org	1.0
campusinsanity.com	1.0
ancient-origins.net	1.0
horowitzfreedomcenter.org	1.0
northkentuckynews.com	1.0
armyusanews.com	1.0
infostormer.com	2.0
metropolitanworlds.com	3.0
savannahsuntimes.com	1.0
usafirstinformation.com	3.0
matsutimes.com	1.0
goneleft.com	2.0
theflstandard.com	1.0
hopkinsvilletimes.com	1.0
lafayettetimes.com	1.0
topinfopost.con	1.0
nassaustandard.com	1.0
naturalsociety.com	1.0
glaringhypocrisy.com	1.0
additudemag.com	1.0
home.nra.org	1.0
elkharttimes.com	1.0
usanewstoday.com	4.0
populistpress.com	1.0
news18.com	1.0
actualized.org	1.0
libtards.news	1.0
sebluegrassnews.com	1.0
dont-tread-on.me	1.0
howardconews.com	1.0
newsheist.com	1.0
organicconsumers.org	1.0
macontimes.com	1.0
departedme.com	2.0
washingtonexaminer.com	1.0
discoverthenetworks.org	1.0
nunadisbereel.com	1.0
theautomaticearth.com	1.0
southpalmbeachtoday.com	1.0
ushealthyadvisor.com	3.0
jewsnews.co.il	3.0
off-guardian.org	2.0
majorthoughts.com	3.0
illegalaliencrimereport.com	1.0
eastlouisvillenews.com	1.0
creambmp.com	1.0
other98.com	2.0
swarkansastimes.com	1.0
greenmedinfo.com	2.0
diamondandsilkinc.com	1.0
ilovenativeamericans.us	1.0
wcindiananews.com	1.0
vactruth.com	1.0
yourfunpage.com	2.0
thepoliticalinsider.com	3.0
bdnews24.com	1.0
southoctimes.com	1.0
iheartintelligence.com	1.0
kendallcountytimes.com	1.0
z3news.com	1.0
mibusinessdaily.com	1.0
swindiananews.com	1.0
thenet24h.com	3.0
nationandstate.com	1.0
newspushed.com	1.0
pinaltoday.com	1.0
ipatriot.com	1.0
disntr.com	1.0
city-herald.com	1.0
shoebat.com	2.0
urdupoint.com/en	1.0
givemeliberty01.com	1.0
nekansasnews.com	1.0
instaworldnews.com	1.0
littleappletimes.com	1.0
trueviralnews.com	1.0
publishedreporter.com	1.0
swampdrain.com	1.0
checkoutthehealthyworld.com	1.0
darkjournalist.com	1.0
westventuranews.com	1.0
geologyin.com	1.0
politicalcult.com	1.0
trialsitenews.com	1.0
thepostemail.com	1.0
eaglevalleytimes.com	1.0
buzzfeedusa.com	2.0
facebook.com/womensrightsnews	1.0
bitchute.com	1.0
remedydaily.com	1.0
oaklandtimes.org	1.0
bjreview.com	1.0
freeworldnews.tv	1.0
nwminnesotanews.com	1.0
democrats.org	1.0
usanewsflash.com	2.0
local31news.com	3.0
jeffcitynews.com	1.0
dailyoccupation.com	1.0
ladylibertynews.com	2.0
southsfbaynews.com	1.0
micatholictribune.com	1.0
mrc.org	1.0
nationalreport.net	2.0
govtslaves.com	1.0
thoughtcatalog.com	1.0
pacificpundit.com	1.0
geoengineering.news	1.0
portlandmainenews.com	1.0
washingtonfeed.com	1.0
lafayettereporter.com	1.0
intellihub.com	1.0
politifact.news	1.0
damnleaks.com	2.0
conservativeammo.com	1.0
bestnewshere.com	1.0
aheadoftheherd.com	1.0
ilovemyfreedom.org	1.0
godlikeproductions.com	2.0
freeinfomedia.com	1.0
100percentfedup.com	2.0
centralmontanatimes.com	1.0
sputniknews.in	1.0
presstv.ir	2.0
andersonreporter.com	1.0
persecutes.com	1.0
addictinginfo.org	1.0
thesolexchange.com	1.0
cdareporter.com	1.0
pantsonfirenews.com	1.0
naturalcures.com	1.0
freddymag.com	1.0
cnn-globalnews.com	1.0
galacticconnection.com	1.0
thecountersignal.com	1.0
visiontimes.com	1.0
weeklyworldnews.com	2.0
kanecountyreporter.com	1.0
pensacolatimes.com	1.0
silnews.com	1.0
gotquestions.org	1.0
nenewmexiconews.com	1.0
nwconnnews.com	1.0
c19sv.com	1.0
thescoop.us	1.0
intrepidreport.com	1.0
honolulureporter.com	1.0
thedcpatriot.com	1.0
tplnews.com	1.0
neuronation.com	1.0
fellowshipoftheminds.com	1.0
educateinspirechange.org/us	1.0
freedomcrossroads.us	1.0
showmestatetimes.com	1.0
wn.com	1.0
nemontananews.com	1.0
snopes.news	1.0
usasnich.com	3.0
eastkentuckytimes.com	1.0
renewamerica.com	1.0
northjeffconews.com	1.0
liberaldarkness.com	1.0
vaxxter.com	1.0
topinfopost.com	1.0
nelouisiananews.com	1.0
tallahasseesun.com	1.0
thealternativedaily.com	1.0
debunkingskeptics.com	1.0
thegatewaypundit.com	3.0
goodsciencing.com	1.0
madpatriots.com	1.0
twisted.news	1.0
channel46news.com	1.0
channel18news.com	2.0
globalrevolutionnetwork.com	2.0
globemagazine.com	1.0
thrivemovement.com	1.0
askingangels.com	1.0
usuncut.com	2.0
lastfrontiernews.com	1.0
denverguardian.com	3.0
newsconservative.com	1.0
cnn-internationaledition.com	1.0
conservativespirit.com	2.0
bluevision.news	1.0
seekr.com	1.0
iharare.com	1.0
g-a-i.org	1.0
pimatimes.com	1.0
ideaspots.com	1.0
nwvalleytimes.com	1.0
theamericanindependent.wordpress.com	1.0
tuscaloosaleader.com	1.0
northwichitanews.com	1.0
elelephantintheroom.blogspot.com	1.0
rivervalleytoday.com	1.0
northsactoday.com	1.0
freshdailyreport.com	3.0
pravoslavie.ru/ or  orthochristian.com	1.0
draxe.com	1.0
bigbluedimension.com	1.0
dailypoliticalnewswire.com	1.0
rsn.org	1.0
a-news24.com	2.0
prepperwebsite.com	1.0
northfultontoday.com	1.0
worldpoliticsus.com	2.0
renoreporter.com	1.0
northernclarkcountyherald.com	1.0
girlsjustwannahaveguns.com	1.0
thegrayzone.com	1.0
nnettle.com	1.0
naturalnewsradio.com	1.0
renegadetribune.com	1.0
thefullertoninformer.com	1.0
therundownlive.com	1.0
fdareporter.com	1.0
rfangle.com	1.0
denverinquirer.com	2.0
associatedmediacoverage.com	2.0
bongino.com	1.0
thehealthyamerican.org	1.0
thesmokersclub.com	1.0
huntsvilleleader.com	1.0
newsexaminer.net	2.0
ghost.report	1.0
morrisleader.com	1.0
southfront.org	1.0
otptribune.com	1.0
warnerrobinstoday.com	1.0
truthfrequencyradio.com	1.0
americankabuki.blogspot.com	1.0
mixi.media	1.0
wisevoter.com	1.0
livestrong.com	1.0
floridaparishnews.com	1.0
donaldtrumppotus45.com	2.0
americasfrontlinedoctors.com	1.0
kf13.com	2.0
quadrant.org.au	1.0
notrickszone.com	1.0
northshorelanews.com	1.0
usanewspolitics.com	2.0
freedomjunkshun.com	2.0
climatedepot.com	1.0
nationalrighttolifenews.org	1.0
download.news	1.0
rockislandtoday.com	1.0
hoggwatch.com	1.0
speech-point.com	1.0
ria.ru	1.0
mississippiherald.com	1.0
westoctimes.com	1.0
teaparty.org	4.0
vdare.com	2.0
patrioticviralnews.com	1.0
bignuggetnews.com	1.0
denvercitywire.com	1.0
nwmontananews.com	1.0
freerepublic.com	1.0
antelopevalleytoday.com	1.0
thedailysheeple.com	2.0
usaworldbox.com	1.0
mentor2day.com	3.0
brighteon.com	1.0
bluenationreview.com	1.0
downeasttimes.com	1.0
thatviralfeed.net	3.0
theracketreport.com	3.0
awm.com	2.0
en.kremlin.ru	1.0
express.co.uk	1.0
theminnesotasun.com	1.0
whatdoesitmean.com	3.0
voxtribune.com	3.0
southpimanews.com	1.0
nativestuff.us	1.0
swconnnews.com	1.0
english.cctv.com	1.0
eastarizonanews.com	1.0
sciencevibe.com	1.0
en.protothema.gr	1.0
southkentnews.com	1.0
westfieldpost.com	1.0
latitudes.org	1.0
tbdailynews.com	1.0
thenationalpatriot.com	1.0
collapse.news	1.0
journal-neo.org	2.0
slaynews.com	1.0
megafreshnews.com	1.0
dailyclout.io	1.0
mediamaxzone.com	2.0
illuminati-news.com	1.0
gopdailybrief.com	1.0
dailyleak.org	1.0
healthyandnaturalworld.com	1.0
sunshinesentinel.com	1.0
ladbible.com	1.0
investmentwatchblog.com	3.0
westernjournalism.com	1.0
boisecitywire.com	1.0
usadailyinfo.com	4.0
theragingpatriot.org	1.0
flashnewscorner.com	2.0
southhennepinnews.com	1.0
freedomadvocates.org	1.0
werk35.com	2.0
deadlyclear.wordpress.com	2.0
attn.com	1.0
fingerlakestoday.com	1.0
alternativemediasyndicate.com	2.0
hendersontimes.org	1.0
newsrescue.com	1.0
eastsandiegonews.com	1.0
truthexam.com	1.0
rawstory.com	1.0
montgomerymdnews.com	1.0
sarasotareview.com	1.0
milehighsentinel.com	1.0
scminnesotanews.com	1.0
upperdeltanews.com	1.0
dailyfeed.news	1.0
deadlinelive.info	1.0
northidahotimes.com	1.0
freedomsfinalstand.com	1.0
supplementreference.com	1.0
americansforprosperity.org	1.0
capecodledger.com	1.0
darkmoon.me	1.0
wndnewscenter.org	1.0
webdaily.com	2.0
mondoweiss.net	1.0
politros.com	1.0
fox-news24.com	1.0
altrighttv (dot) com	1.0
hsionline.com	1.0
westsbvtimes.com	1.0
pomonavalleynews.com	1.0
blacklistednews.com	2.0
liberty.news	1.0
conspiracywire.com	1.0
csglobe.com	1.0
usaonlinepolitics.com	1.0
americantoday.news	1.0
almasdarnews.com	1.0
senebraskanews.com	1.0
dailysignal.com	1.0
fakingnews.com	1.0
freedomdaily.com	3.0
pelicanstatenews.com	1.0
politnavigator.net	1.0
worldstoriestoday.com	2.0
frontpagemag.com	2.0
springfieldcitywire.com	1.0
21stcenturywire.com	2.0
clarionproject.org	1.0
ecalabamanews.com	1.0
mercedtimes.com	1.0
swnewmexiconews.com	1.0
lastdeplorables.com	3.0
newsjustforyou1.blogspot.com	1.0
bighairynews.com	2.0
ncminnesotanews.com	1.0
americanactionnews.com	1.0
jeffcotimes.com	1.0
redflagnews.com	1.0
theirishsentinel.com	1.0
infowars.com	2.0
madmaxworld.tv	1.0
djhjmedia.com	1.0
northinlandnews.com	1.0
culturewatchnews.com	1.0
metrolexnews.com	1.0
usaconservativereport.com	1.0
silverbearcafe.com	1.0
conservativeundergroundnews.com	1.0
yesimright.com	2.0
biotechexpressmag.com	1.0
gaia.com	2.0
lifeprevention.com	1.0
outragedpatriot.com	1.0
morningledger.com	1.0
secondamendmentdaily.com	1.0
bvanews.com	1.0
conservativepapers.com	2.0
westernjournal.com	1.0
countercurrents.org	1.0
dailythings.world	1.0
breakingnews365.net	1.0
tehrantimes.com	1.0
billmuehlenberg.com	1.0
conservativeplaylist.com	1.0
mainelakesnews.com	1.0
channel63news.com	1.0
americanthinker.com	2.0
acting-man.com	2.0
answersingenesis.org	1.0
causeur.fr	1.0
muskegonsun.com	1.0
counterpsyops.com	1.0
in the conspiracy-pseudoscience category may publish unverifiable information that is not always supported by evidence. these sources may be untrustworthy for credible/verifiable information; therefore, fact-checking and further investigation is recommended on a per article basis when obtaining information from these sources. see all conspiracy-pseudoscience sources.	1.0
americanoverlook.com	2.0
empirestatetoday.com	1.0
patriotfront.us	1.0
presidentialvoting2016.com	1.0
healthranger.com	1.0
c19quercetin.com	1.0
climate.news	1.0
usacrime.com/hoodsite	1.0
naturalblaze.com	1.0
kentuckianatimes.com	1.0
analyzingamerica.org	1.0
thebluestateconservative.com	1.0
rumorjournal.com	3.0
southstlnews.com	1.0
gop.com	1.0
enduringvision.com	2.0
wakingtimes.com	2.0
steadfastclash.com	1.0
usawatchdog.com	3.0
awdnews.com	1.0
caixinglobal.com	1.0
seacoaststandard.org	1.0
georgiamountainnews.com	1.0
creation.com	1.0
bostonbroadside.com	1.0
collectivelyconscious.net	1.0
canadafreepress.com	2.0
selatimes.com	1.0
channel62news.com	1.0
carm.org	1.0
waronfakes.com	1.0
ijr.com	1.0
citizensjournal.us	1.0
newsformetoday.com	1.0
kankakeetimes.com	1.0
counterjihad.com	1.0
northegyptnews.com	1.0
faithpanda.com	1.0
phxreporter.com	1.0
grandjunctiontimes.com	1.0
smobserved.com	1.0
weeklystandard.com	1.0
alt-market.com	1.0
freedom.news	1.0
thepuristonline.com	1.0
dcclothesline.com	2.0
wcmichigannews.com	1.0
eastlittlerocktimes.com	1.0
kcna.kp	1.0
newcenturytimes.com	2.0
extraclubmagazine.com	1.0
infiniteunknown.net	2.0
sealaskanews.com	1.0
realnewsrightnow.com	3.0
northacadiananews.com	1.0
thelibertyloft.com	1.0
rationalground.com	1.0
c19vitamind.com	1.0
aanirfan.blogspot.co.uk	1.0
southernconservativeextra.com	2.0
africanexponent.com	1.0
realclimatescience.com	1.0
wcminnesotanews.com	1.0
weshapelife.org	1.0
alternativenews.com	1.0
freetelegraph.com	1.0
theconservativetreehouse.com	2.0
patriotusa.website	2.0
cancer.news	1.0
dailycaller.com	1.0
readynutrition.com	1.0
worldlifestyle.com	1.0
themiamigazette.com	1.0
eastpanhandlenews.com	1.0
newslogue.com	1.0
loanpride.com	1.0
americangulag.org	1.0
pinebelttimes.com	1.0
theproudliberal.org	1.0
nekentuckynews.com	1.0
thinkinghumanity.com	1.0
centrallouisiananews.com	1.0
davejanda.com	1.0
warrensun.com	1.0
nationalsecurity.news	1.0
4threvolutionarywar.wordpress.com	1.0
thefederalist.com	1.0
manilabusinessdaily.com	1.0
threepercenternation.com	2.0
americaoutloud.com	1.0
nwjerseynews.com	1.0
nymeta.co	1.0
c19aspirin.com	1.0
c19ns.com	1.0
nowthisnews.com	1.0
summerlinreporter.com	1.0
economictimes.indiatimes.com	1.0
clayandbuck.com	1.0
bestthings.us	1.0
ewg.org	1.0
religiousmind.com	1.0
healthy-holistic-living.com	2.0
maloneinstitute.org	1.0
eastalamedanews.com	1.0
beforeitsnews.com	3.0
americanpoliticnews.co	3.0
redcountry.us	4.0
thedailybell.com	1.0
washingtonsblog.com	1.0
truthbasedmedia.com	1.0
americablog.com	1.0
housatonicvalleynews.com	1.0
firstpost.com	1.0
doctors4covidethics.org	1.0
chicagocitywire.com	1.0
resistthemainstream.org	1.0
eciowanews.com	1.0
sgvstandard.com	1.0
northbaltimorejournal.com	1.0
pressfortruth.ca	1.0
whatregistrater.com/xq289	1.0
healthyworldhouse.com	3.0
mobilecourant.com	1.0
realtimepolitics.com	1.0
usviewer.com	2.0
c19fluvoxamine.com	1.0
avoiceformen.com	1.0
cloverchronicle.com	1.0
ecnebraskanews.com	1.0
americanconservativemovement.com	1.0
cei.org	1.0
metroeastsun.com	1.0
newsbbc.net	2.0
newsmagazine.com	2.0
politicot.com	2.0
winecountrytimes.com	1.0
swnewhampshirenews.com	1.0
biologos.org	1.0
doctoroz.com	1.0
amerika.org	1.0
times.com.mx	4.0
meforum.org	1.0
southabqnews.com	1.0
silver-coin-investor. com	1.0
southmainenews.com	1.0
angrypatriotmovement.com	3.0
cnn-business-news.ga	2.0
manateereview.com	1.0
anonhq.com	2.0
lasvegascitywire.com	1.0
libertyhangout.org	1.0
baldwintimes.com	1.0
reedcooper.net	1.0
usa2016elections.com	2.0
councilforthenationalinterest.org	1.0
adareporter.com	1.0
pulaskitimes.com	1.0
worldstarhiphop.com	1.0
youm7.com	1.0
usahitman.com	2.0
physiciansforinformedconsent.org	1.0
bentontimes.com	1.0
willcountygazette.com	1.0
undergroundworldnews.com	2.0
govtslaves.info	1.0
redrocktribune.com	3.0
365usanews.com	1.0
nebraskabusinessdaily.com	1.0
talknetwork.com	1.0
thedesertreview.com	1.0
abcnews.com.co	3.0
npiamerica.org	1.0
newzmagazine.com	1.0
informetoday.com	1.0
stpaulreporter.com	1.0
ecgeorgianews.com	1.0
anonymouswire.com	1.0
thelaughclub.net	1.0
southbirminghamtimes.com	1.0
nwillinoisnews.com	1.0
southjerseysun.com	1.0
madworldnews.com	3.0
hillsboroughsun.com	1.0
afn.net	1.0
worldnewsdailyreport.com	1.0
ammoland.com	1.0
amplifyingglass.com	1.0
americasfreedomfighters.com	2.0
weaselzippers.us	1.0
newsview.gr	1.0
thetruthdivision.com	1.0
memri.org	1.0
ewao.com	1.0
insuranceratereporter.com	1.0
americancatholictribune.com	1.0
patriots4truth.org	1.0
detroitcitywire.com	1.0
lakecountygazette.com	1.0
wikispooks.com	2.0
judicialwatch.org	1.0
redinfo.us	1.0
federalisttribune.com	2.0
sturgiscoldwaternews.com	1.0
departedmedia.com	2.0
patriotpost.us	1.0
mexicobusinessdaily.com	1.0
newsready.com	1.0
unioncountyreview.com	1.0
shelbyreview.com	1.0
nwmissouritimes.com	1.0
setwincities.com	1.0
chicksontheright.com	1.0
winterwatch.net	1.0
verdugosnews.com	1.0
thelibertyrevolution.com	1.0
empirenews.net	2.0
medicalmedium.com	1.0
wealthmanagementwire.com	1.0
newsfrompolitics.com	2.0
battlecreektimes.com	1.0
catholic.org	1.0
macombdigest.com	1.0
notizzia.com	1.0
wikileaks.com	1.0
jonesreport.com	1.0
conservativefreepress.com	1.0
redwoodempirenews.com	1.0
usanetwork.info	1.0
progressivestoday.com	1.0
wattsupwiththat.com	1.0
snanews.de	1.0
alabamaobserver.com	1.0
southlaketoday.com	1.0
icandecide.org	1.0
dagospia.com	1.0
steadfastdaily.com	1.0
vermontindependent.net	1.0
mainstreamfakemedia.com	1.0
americandigitalnews.com	1.0
goop.com	1.0
lesmoutonsrebelles.com	1.0
the-insider.co	3.0
southiowanews.com	1.0
nationalinsiders.com	1.0
worldtribune.com	1.0
neconnnews.com	1.0
toofab.com	1.0
breaking911.com	2.0
breakingnews247.net	2.0
tri-cityrecord.org	1.0
wrejnews.com	1.0
nmbusinessdaily.com	1.0
news14now.com	1.0
houstonchronicle-tv.com	1.0
houmathibodauxnews.com	1.0
westpennyroyalnews.com	1.0
kalamazootimes.com	1.0
colonews.org	1.0
freedomproject.com	1.0
dailykos.com	1.0
southmichigannews.com	1.0
natall.com	1.0
capitaldistricttimes.com	1.0
thehayride.com	1.0
religionlo.com	1.0
israelunwired.com	1.0
anyavien.com	1.0
truepundit.com	1.0
nenebraskanews.com	1.0
newnationalist.net	1.0
c19zinc.com	1.0
observeronline.news	1.0
katehon.com	2.0
rickwells.us	1.0
everetttimes.com	1.0
nwclarknews.com	1.0
newsmax.com	2.0
food.news	1.0
floridacapitalstar.com	1.0
westcentralreporter.com	1.0
responsibletechnology.org	2.0
lancastercourier.com	1.0
sckansasnews.com	1.0
washingtonsources.org	1.0
realplanetnews.com	1.0
uspoliticsinfo.com	1.0
rt.com/news	1.0
gmowatch.com	1.0
theeventchronicle.com	2.0
therightstuff.biz	1.0
thedailyworld.net	1.0
theuspatriot.com	1.0
polktimes.com	1.0
pennsylvaniaindependent.com	1.0
thebreakingnews.co	1.0
yubasuttertimes.com	1.0
southmiddlesextimes.com	1.0
healthrangerreport.com	1.0
therealstrategy.com	1.0
thebostontribune.com	2.0
semissourinews.com	1.0
oathkeepers.org	1.0
thebigriddle.com	3.0
northbrowardnews.com	1.0
health.news	1.0
thescinewsreporter.com	1.0
roguereview.net	1.0
gadsdentoday.com	1.0
cernovich.com	1.0
usatodaynews.me	3.0
worldhealth.net	1.0
lifezette.com	2.0
donaldjtrump.com	1.0
silverdoctors.com	1.0
usadailytime.com	3.0
northlittlerocktimes.com	1.0
healthimpactnews.com	2.0
jw.org	1.0
magnoliastatenews.com	1.0
jedanews.com	1.0
theleadingreport.com	1.0
fayettevillestandard.com	1.0
monroenynews.com	1.0
usfanzone.com	1.0
libertyalliance.com	3.0
israel365news.com	1.0
ripostelaique.com	1.0
truthandaction.org	2.0
thepatriotnation.net	1.0
patriotchronicle.com	1.0
intrendtoday.com	2.0
24newsflash.com	1.0
theblacksphere.net	1.0
creationwiki.org/main_page	1.0
channel55news.com	1.0
seminnesotanews.com	1.0
healthycareandbeauty.com	3.0
carbondalereporter.com	1.0
vaccinesafety.info	1.0
news4ktla.com	3.0
blackeyepolitics.com	1.0
teddystick.com	2.0
react365.com	3.0
cedarrapidstoday.com	1.0
guccifer2.wordpress.com	1.0
newsninja2012.com	1.0
caldronpool.com	1.0
northmiddlesextimes.com	1.0
breakingchristiannews.com	1.0
iowaclimate.org	1.0
filmingcops.com	1.0
dollarvigilante.com	1.0
patriotcrier.com	1.0
thetruthaboutcancer.com	2.0
guerilla.news	1.0
wetheproudpatriots.com	1.0
getholistichealth.com	1.0
iowacitytoday.com	1.0
centralpatimes.com	1.0
in5d.com	1.0
theconnecticutstar.com	1.0
fairus.org	1.0
bluevisionpost.com	1.0
nesacramentonews.com	1.0
nodisinfo.com	1.0
theusa-news.com	3.0
unlimitedhangout.com	1.0
delawarevalleysun.com	1.0
southlouisiananews.com	1.0
areyouasleep.com	1.0
washingtontimes.com	1.0
thefederalistpapers.org	2.0
monmouthtimes.com	1.0
nwlatimes.com	1.0
collective-evolution.com	2.0
patriotpulse.net	1.0
nealabamanews.com	1.0
wciowanews.com	1.0
sandhillstoday.com	1.0
amestoday.com	1.0
en-volve.com	2.0
boilingfrogspost.com	1.0
goldcountrytoday.com	1.0
wiregrasstimes.com	1.0
resistancereport.com	1.0
paris.actualites.co	1.0
channel68news.com	1.0
nordicmonitor.com	1.0
heightpost.com	1.0
wethepeopledaily.com	1.0
natives-today.com	1.0
24wpn.com	2.0
prepareforchange.net	1.0
needtoknow.news	1.0
littlethings.com	1.0
chlorellafactor.com	1.0
usasupreme.com	4.0
ladylibertysnews.com	1.0
southsgvnews.com	1.0
babylonbee.com	1.0
desantisdaily.com	1.0
eng.majalla.com	1.0
hotspringstimes.com	1.0
therightists.com	1.0
clashdaily.com	4.0
familysecuritymatters.org	1.0
sekansascitynews.com	1.0
realjewnews.com	1.0
westtwincities.com	1.0
presstv.com	1.0
digifection.com	1.0
southbayleader.com	1.0
hindustantimes.com	1.0
thebeltwayreport.com	1.0
baltimorecitywire.com	1.0
conservativepaper.com	1.0
democraticmoms.com	1.0
mdbusinessdaily.com	1.0
columbiamonews.com	1.0
southjeffconews.com	1.0
northvegastimes.com	1.0
msnbc.website	2.0
lopezreport.com	1.0
en.metapedia.org/wiki/main_page	1.0
billionbibles.org	1.0
thecommonsenseshow.com	2.0
blog.veterantv.net	1.0
politicalsitenews.com	2.0
westlatimes.com	1.0
dailyheadlines.com	2.0
stcharlestimes.com	1.0
northiowareporter.com	1.0
lakeregionnews.com	1.0
cgtn.com	1.0
mpidailymagazine.com	2.0
awarenessact.com	3.0
jamesrgrangerjr.com	1.0
litchfieldhillstoday.com	1.0
northmianews.com	1.0
americanpeoplenetwork.com	1.0
southkcnews.com	1.0
siouxcitytimes.com	1.0
micdroppolitics.com	1.0
empireherald.com	2.0
thecontroversialfiles.net	2.0
learntherisk.org	1.0
freewestmedia.com	1.0
hagmannreport.com	1.0
dailygrail.com	1.0
factcheckingturkey.com	1.0
andmagazine.com	1.0
europe-israel.org	1.0
nationindistress.weebly.com	1.0
bients.com	2.0
cnn.com.de	1.0
northbostonnews.com	1.0
louisvillecitywire.com	1.0
justthenews.com	1.0
openmagazines.com	3.0
coastalganews.com	1.0
revolutions2040.com	2.0
bluelinestrong.net	2.0
freedomsphoenix.com	1.0
yavapainews.com	1.0
nwriversidenews.com	1.0
topekasun.com	1.0
rightwingnews.com	2.0
amg-news.com	1.0
westessexnews.com	1.0
activistpost.com	2.0
newswithviews.com	2.0
thenewsdoctors.com	1.0
states-tv.com	1.0
gtrtimes.com	1.0
endoftheamericandream.com	1.0
arizonasuntimes.com	1.0
scmissnews.com	1.0
wcnewmexiconews.com	1.0
westsfvtoday.com	1.0
veteransnewsnow.com	1.0
reformedmedia.net	1.0
northcoastcanews.com	1.0
actionnews3.com	1.0
surreytelegraph.com	1.0
bugout.news/#	1.0
stgeorgegazette.com	1.0
world.politics.com	2.0
northessexnews.com	1.0
westatlantanews.com	1.0
oaklandcitywire.com	1.0
brightside.me	1.0
liberty-courier.com	1.0
libertymovementradio.com	1.0
wcmissnews.com	1.0
it.sputniknews.com	1.0
americanpharmacynews.com	1.0
southeasterntimes.org	1.0
bullionbullscanada.com	1.0
worlddoctorsalliance.com	1.0
perezhilton.com	1.0
teoinfo.com	1.0
remnantnewspaper.com	1.0
northnevadanews.com	1.0
newssloth.com	1.0
personalinterpretation.com	1.0
personalliberty.com	1.0
freedomforceinternational.com	1.0
stream.org	1.0
usinfonews.com	3.0
southindynews.com	1.0
fourwinds10.net	1.0
newswire-24.com	1.0
ihr.org	1.0
conservativepost.com	1.0
breakingtop.world	1.0
northpimanews.com	1.0
therightscoop.com	2.0
newsbreakhere.com	2.0
eastnewmexiconews.com	1.0
gucmakale.com	1.0
ourlandofthefree.com	1.0
thumbreporter.com	1.0
eastventuranews.com	1.0
acpeds.org	1.0
usapoliticstoday.com	2.0
onlineconservativepress.com	1.0
nwbergennews.com	1.0
focusonthefamily.com	1.0
hernandoreporter.com	1.0
azcatholictribune.com	1.0
enabon.com	2.0
freedomworldnews.com	1.0
c19regn.com	1.0
ruptly.tv	1.0
nvic.org	1.0
thecovidworld.com	1.0
halfwaypost.com	1.0
duvaltimes.com	1.0
centralmissourinews.com	1.0
gatestoneinstitute.org	1.0
knightstemplarorder.com	1.0
topwar.ru/news/ or en.topwar.ru/about.html	1.0
thelastlineofdefense.org	2.0
naturallysavvy.com	1.0
strategic-culture.org	1.0
swminnesotatoday.com	1.0
usadailythings24.com	2.0
c19mp.com	1.0
southsactoday.com	1.0
dutchsinse.com	1.0
conspiracydailyupdate.com	1.0
northdsmnews.com	1.0
kauaisun.com	1.0
conservativematrix.com	1.0
swkansasnews.com	1.0
wearechange.org	2.0
usadailypost.us	1.0
citizengo.org	1.0
nwlouisiananews.com	1.0
front.moveon.org	1.0
judithcurry.com	1.0
newsblaze.com	1.0
merrimackvalleynews.com	1.0
nwlaketimes.com	1.0
thepatriotjournal.com	1.0
pacatholictribune.com	1.0
beholdisrael.org	1.0
themindunleashed.com	2.0
rumble.com	1.0
dailytelegraph.com.au	1.0
redstatenation.com	1.0
thetruereporter.com	1.0
ahtribune.com	1.0
viralcocaine.com	1.0
concisepolitics.com	1.0
concordledger.com	1.0
leftcult.com	1.0
alohastatenews.com	1.0
jacksonpurchasenews.com	1.0
enchantmentstatenews.com	1.0
everytownresearch.org	1.0
the-postillon.com	1.0
dissident-mag.com	1.0
worldviewweekend.com	1.0
aim4truth.org	1.0
southalabamatimes.com	1.0
wazanews.tk	1.0
earthpulse.com	1.0
barenakedislam.com	1.0
sanevax.org	1.0
thetrumpet.com	1.0
heresyblog.net	1.0
americanreviewer.com	2.0
hutchtoday.com	1.0
politicalanimalnews.com	1.0
bloomingtonleader.com	1.0
moonbattery.com	1.0
republicworld.com	1.0
sputnikglobe.com	1.0
dailyboulder.com	1.0
thepeoplescube.com	1.0
miamicourant.com	1.0
medicine.news	1.0
peachtreetimes.com	1.0
conservativedailynews.com	1.0
northhennepinnews.com	1.0
homevaccineeducationnetwork.com	1.0
actualidadpanamericana.com	1.0
washingtonfed.com	2.0
channel77news.com	1.0
centennialstatenews.com	1.0
naturalnewsblogs.com	2.0
viralactions.com	3.0
blackgenocide.org	2.0
humansarefree.com	2.0
thenationalmarijuananews.com	1.0
conservativefighters.com	2.0
truthkings.com	1.0
newsbysquad.com	4.0
forfreedomworld.com	1.0
ecindiananews.com	1.0
protrumpnews.com	1.0
thenewyorkevening.com	3.0
dataasylum.com	1.0
jokerviral.com	1.0
dcdirtylaundry.com	1.0
gloucestertoday.com	1.0
ingredients.news	1.0
fr24news.com	1.0
lifespa.com	1.0
buffaloledger.com	1.0
theheartysoul.com	1.0
cfact.org	1.0
climatescienceinternational.org	1.0
investmentresearchdynamics.com	1.0
southorlandonews.com	1.0
911truth.org	1.0
truthfeed.com	1.0
seindiananews.com	1.0
amoskeagtimes.com	1.0
panamacityreporter.com	1.0
blckbx.tv	1.0
hrdailywire.com	1.0
theseattletribune.com	1.0
qpolitical.com	1.0
yournews.com	1.0
pontiactimes.com	1.0
dublintribune.com	1.0
